Round,City,Country,Circuit_Name,Date,Time,Weather,Track_Length,Laps,Added_Laps,Turns,Finish_Position,Driver,Driver_Age,Driver_Number,Nationality,Team,Powertrain,Starting_Position,Best_Lap_Time,Race_Time,Gap,Points
5,Cape Town,South Africa,Cape Town Street Circuit,2/25/2023,16:03 - 17:30,23˚C,2.927KM,30,2,13,13,Jake Dennis,28,#27,British,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,14,1:10:060,43:04:249,+ 0:38:846,0
5,Cape Town,South Africa,Cape Town Street Circuit,2/25/2023,16:03 - 17:30,23˚C,2.927KM,30,2,13,14,Pascal Wehrlein,28,#94,German,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,6,N/A,0,+,0
5,Cape Town,South Africa,Cape Town Street Circuit,2/25/2023,16:03 - 17:30,23˚C,2.927KM,30,2,13,15,Edoardo Mortara,36,#48,Swiss,Maserati MSG Racing,Maserati Tipo Folgore,17,N/A,DNF,+,0
5,Cape Town,South Africa,Cape Town Street Circuit,2/25/2023,16:03 - 17:30,23˚C,2.927KM,30,2,13,16,Sacha Fenestraz,23,#23,French,Nissan Formula E Team,Nissan e-4ORCE 04,1,1:10:139,43:13:016,+,3
5,Cape Town,South Africa,Cape Town Street Circuit,2/25/2023,16:03 - 17:30,23˚C,2.927KM,30,2,13,17,Maximilian Gunther,25,#7,German,Maserati MSG Racing,Maserati Tipo Folgore,2,1:10:247,DNF,+,0
5,Cape Town,South Africa,Cape Town Street Circuit,2/25/2023,16:03 - 17:30,23˚C,2.927KM,30,2,13,18,Sam Bird,36,#10,British,Jaguar TCS Racing,Jaguar I-Type 6,DNS,DNS,DNS,DNS,0
5,Cape Town,South Africa,Cape Town Street Circuit,2/25/2023,16:03 - 17:30,23˚C,2.927KM,30,2,13,19,Lucas Di Grassi,,#11,Brazilian,Mahindra Racing,Mahindra M9Electro,DNS,DNS,DNS,+,0
5,Cape Town,South Africa,Cape Town Street Circuit,2/25/2023,16:03 - 17:30,23˚C,2.927KM,30,2,13,20,Oliver Rowland,30,#8,British,Mahindra Racing,Mahindra M9Electro,DNS,DNS,DNS,+,0
5,Cape Town,South Africa,Cape Town Street Circuit,2/25/2023,16:03 - 17:30,23˚C,2.927KM,30,2,13,21,Robin Frijns,31,#4,Dutch,ABT Cupra Formula E Team,Mahindra M9Electro,DNS,DNS,DNS,+,0
5,Cape Town,South Africa,Cape Town Street Circuit,2/25/2023,16:03 - 17:30,23˚C,2.927KM,30,2,13,22,Nico Mueller,31,#51,Swiss,ABT Cupra Formula E Team,Mahindra M9Electro,DNS,DNS,DNS,+,0
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,1,Mitch Evans,29,#9,New Zealander,Jaguar TCS Racing,Jaguar I-Type 6,3,1:14:258,53:25:536,0,25
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,2,Nick Cassidy,28,#37,New Zealander,Envision Racing,Jaguar I-Type 6,5,1:14:174,53:25:820,+ 0:00:284,18
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,3,Sam Bird,36,#10,British,Jaguar TCS Racing,Jaguar I-Type 6,10,1:13:684,53:26:043,+ 0:00:507,16
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,4,Antonio Felix Da Costa,31,#13,Spanish,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,2,1:14:007,53:29:023,+ 0:03:487,12
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,5,Jean-Eric Vergne,33,#25,French,DS Penske,DS E-TENSE FE23,7,1:14:207,53:29:578,+ 0:04:042,10
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,6,Stoffel Vandoorne,31,#1,Belgian,DS Penske,DS E-TENSE FE23,1,1:14:095,53:30:112,+ 0:04:576,11
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,7,Pascal Wehrlein,28,#94,German,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,18,1:14:347,53:31:195,+ 0:05:659,6
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,8,Jake Hughes,29,#5,British,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,6,1:14:130,53:31:677,+ 0:06:141,4
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,9,Rene Rast,36,#58,German,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,11,1:14:244,53:32:939,+ 0:07:403,2
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,10,Sebastian Buemi,34,#16,Swiss,Envision Racing,Jaguar I-Type 6,12,1:13:771,53:33:512,+ 0:07:976,1
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,11,Maximilian Gunther,25,#7,German,Maserati MSG Racing,Maserati Tipo Folgore,9,1:13:995,53:40:728,+ 0:15:192,0
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,12,Andre Lotterer,41,#36,German,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,21,1:13:922,53:40:881,+ 0:15:345,0
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,13,Lucas Di Grassi,38,#11,Brazilian,Mahindra Racing,Mahindra M9Electro,22,1:14:073,53:44:783,+ 0:19:247,0
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,14,Robin Frijns,31,#4,Dutch,ABT Cupra Formula E Team,Mahindra M9Electro,20,1:14:799,53:46:287,+ 0:20:751,0
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,15,Oliver Rowland,30,#8,British,Mahindra Racing,Mahindra M9Electro,19,1:14:591,53:47:001,+ 0:21:465,0
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,16,Sergio Sette Camara,25,#3,Brazilian,NIO 333 Racing,NIO 333 ER9,16,1:15:433,53:57:050,+ 0:31:514,0
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,17,Dan Ticktum,24,#33,British,NIO 333 Racing,NIO 333 ER9,17,1:14:374,53:59:934,+ 0:34:398,0
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,18,Jake Dennis,28,#27,British,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,14,1:16:435,DNF,+,0
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,19,Edoardo Mortara,36,#48,Swiss,Maserati MSG Racing,Maserati Tipo Folgore,4,1:16:891,DNF,+,0
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,20,Sacha Fenestraz,23,#23,French,Nissan Formula E Team,Nissan e-4ORCE 04,15,1:16:954,DNF,+,0
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,21,Nico Mueller,31,#51,Swiss,ABT Cupra Formula E Team,Mahindra M9Electro,13,1:16:990,DNF,+,0
6,Sao Paulo,Brazil,Anhembi Sambadrome,3/25/2023,14:03 - 15:30,30˚C,2.933KM,31,4,11,22,Norman Nato,30,#17,French,Nissan Formula E Team,Nissan e-4ORCE 04,8,DNS,DNS,DNS,0
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,1,Mitch Evans,29,#9,New Zealander,Jaguar TCS Racing,Jaguar I-Type 6,9,1:07:458,55:10:391,0,25
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,2,Sam Bird,36,#10,British,Jaguar TCS Racing,Jaguar I-Type 6,2,1:07:663,55:12:241,+ 0:01:850,18
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,3,Maximilian Gunther,25,#7,German,Maserati MSG Racing,Maserati Tipo Folgore,8,1:07:537,55:13:129,+ 0:02:738,15
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,4,Sebastian Buemi,34,#16,Swiss,Envision Racing,Jaguar I-Type 6,1,1:07:390,55:13:240,+ 0:02:849,15
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,5,Nick Cassidy,28,#37,New Zealander,Envision Racing,Jaguar I-Type 6,6,1:07:295,55:15:178,+ 0:04:787,10
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,6,Pascal Wehrlein,28,#94,German,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,15,1:07:708,55:19:502,+ 0:09:111,8
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,7,Jean-Eric Vergne,33,#25,French,DS Penske,DS E-TENSE FE23,10,1:07:782,55:19:582,+ 0:09:191,6
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,8,Andre Lotterer,41,#36,German,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,13,1:07:269,55:19:895,+ 0:09:504,5
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,9,Edoardo Mortara,36,#48,Swiss,Maserati MSG Racing,Maserati Tipo Folgore,11,1:07:915,55:20:550,+ 0:10:159,2
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,10,Oliver Rowland,30,#8,British,Mahindra Racing,Mahindra M9Electro,21,1:07:632,55:20:699,+ 0:10:308,1
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,11,Lucas Di Grassi,38,#11,Brazilian,Mahindra Racing,Mahindra M9Electro,20,1:08:190,55:29:840,+ 0:19:449,0
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,12,Sacha Fenestraz,23,#23,French,Nissan Formula E Team,Nissan e-4ORCE 04,18,1:07:734,55:31:940,+ 0:21:549,0
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,13,Norman Nato,30,#17,French,Nissan Formula E Team,Nissan e-4ORCE 04,16,1:08:020,55:34:952,+ 0:24:561,0
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,14,Robin Frijns,31,#4,Dutch,ABT Cupra Formula E Team,Mahindra M9Electro,22,1:08:278,55:36:018,+ 0:25:627,0
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,15,Nico Mueller,31,#51,Swiss,ABT Cupra Formula E Team,Mahindra M9Electro,17,1:08:343,55:37:971,+ 0:27:580,0
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,16,Sergio Sette Camara,25,#3,Brazilian,NIO 333 Racing,NIO 333 ER9,7,1:08:860,55:45:238,+ 0:34:847,0
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,17,Rene Rast,36,#58,German,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,14,1:08:359,56:00:591,+,0
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,18,Jake Dennis,28,#27,British,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,5,1:06:604,56:18:983,+,0
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,19,Dan Ticktum,24,#33,British,NIO 333 Racing,NIO 333 ER9,4,1:09:658,DNF,DNF,0
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,20,Jake Hughes,29,#5,British,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,12,1:09:129,DNF,DNF,0
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,21,Stoffel Vandoorne,31,#1,Belgian,DS Penske,DS E-TENSE FE23,3,1:08:926,DNF,DNF,0
7,Berlin,Germany,Tempelhof Airport Street Circuit,4/22/2023,15:03 - 16:30,20˚C,2.355KM,40,3,10,22,Antonio Felix Da Costa,31,#13,Spanish,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,19,1:08:393,DNF,DNF,0
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,1,Nick Cassidy,28,#37,New Zealander,Envision Racing,Jaguar I-Type 6,8,1:06:978 ,46:34:509 ,0,25
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,2,Jake Dennis,28,#27,British,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,7,1:06:944 ,46:34:951 ,+ 0:00:442 ,18
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,3,Jean-Eric Vergne,33,#25,French,DS Penske,DS E-TENSE FE23,4,1:07:081 ,46:35:801 ,+ 0:01:292 ,15
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,4,Mitch Evans,29,#9,New Zealander,Jaguar TCS Racing,Jaguar I-Type 6,5,1:06:920 ,46:36:278 ,+ 0:01:769 ,12
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,5,Antonio Felix Da Costa,31,#13,Spanish,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,10,1:07:030 ,46:36:969 ,+ 0:02:460 ,10
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,6,Maximilian Gunther,25,#7,German,Maserati MSG Racing,Maserati Tipo Folgore,21,1:06:911 ,46:37:490 ,+ 0:02:981 ,9
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,7,Pascal Wehrlein,28,#94,German,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,6,1:07:117 ,46:38:054 ,+ 0:03:545 ,6
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,8,Stoffel Vandoorne,31,#1,Belgian,DS Penske,DS E-TENSE FE23,9,1:07:173 ,46:39:360 ,+ 0:04:851 ,4
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,9,Nico Mueller,31,#51,Swiss,ABT Cupra Formula E Team,Mahindra M9Electro,2,1:07:426 ,46:41:121 ,+ 0:06:612 ,2
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,10,Dan Ticktum,24,#33,British,NIO 333 Racing,NIO 333 ER9,18,1:07:482 ,46:42:331 ,+ 0:07:822 ,1
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,11,Sacha Fenestraz,23,#23,French,Nissan Formula E Team,Nissan e-4ORCE 04,20,1:07:538 ,46:43:970 ,+ 0:09:461 ,0
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,12,Lucas Di Grassi,38,#11,Brazilian,Mahindra Racing,Mahindra M9Electro,13,1:07:484 ,46:43:971 ,+ 0:09:462 ,0
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,13,Rene Rast,36,#58,German,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,17,1:07:244 ,46:44:187 ,+ 0:09:678 ,0
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,14,Oliver Rowland,30,#8,British,Mahindra Racing,Mahindra M9Electro,12,1:07:420 ,46:46:289 ,+ 0:11:780 ,0
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,15,Sergio Sette Camara,25,#3,Brazilian,NIO 333 Racing,NIO 333 ER9,19,1:07:189 ,46:48:196 ,+ 0:13:687 ,0
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,16,Norman Nato,30,#17,French,Nissan Formula E Team,Nissan e-4ORCE 04,22,1:07:436 ,46:48:258 ,+ 0:13:749 ,0
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,17,Robin Frijns,31,#4,Dutch,ABT Cupra Formula E Team,Mahindra M9Electro,1,1:07:722 ,46:57:446 ,+ 0:22:937 ,3
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,18,Jake Hughes,29,#5,British,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,14,1:08:731 ,47:04:089 ,+ 0:29:580 ,0
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,19,Sam Bird,36,#10,British,Jaguar TCS Racing,Jaguar I-Type 6,11,1:07:649 ,47:08:890 ,+ 0:34:381 ,0
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,20,Sebastian Buemi,34,#16,Swiss,Envision Racing,Jaguar I-Type 6,3,1:06:903 ,47:38:041 ,+ 1:03:532 ,0
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,21,Andre Lotterer,41,#36,German,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,15,1:06:915 ,47:38:611 ,+ 1:04:102 ,0
8,Berlin,Germany,Tempelhof Airport Street Circuit,4/23/2023,15:03 - 16:30,14˚C,2.355KM,40,0,10,22,Edoardo Mortara,36,#48,Swiss,Maserati MSG Racing,Maserati Tipo Folgore,16,1:07:041 ,DNF,DNF,0
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,1,Nick Cassidy,28,#37,New Zealander,Envision Racing,Jaguar I-Type 6,9,1:31:498 ,50:23:842 ,0,25
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,2,Mitch Evans,29,#9,New Zealander,Jaguar TCS Racing,Jaguar I-Type 6,6,1:31:471 ,50:24:232 ,+ 0:00:390 ,18
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,3,Jake Dennis,28,#27,British,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,11,1:31:119 ,50:24:859 ,+ 0:01:017 ,16
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,4,Sacha Fenestraz,23,#23,French,Nissan Formula E Team,Nissan e-4ORCE 04,2,1:31:599 ,50:25:990 ,+ 0:02:148 ,12
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,5,Jake Hughes,29,#5,British,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,1,1:32:110 ,50:26:630 ,+ 0:02:788 ,13
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,6,Dan Ticktum,24,#33,British,NIO 333 Racing,NIO 333 ER9,5,1:32:066 ,50:27:210 ,+ 0:03:368 ,8
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,7,Jean-Eric Vergne,33,#25,French,DS Penske,DS E-TENSE FE23,22,1:32:210 ,50:28:216 ,+ 0:04:374 ,6
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,8,Sebastian Buemi,34,#16,Swiss,Envision Racing,Jaguar I-Type 6,15,1:31:870 ,50:28:625 ,+ 0:04:783 ,4
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,9,Stoffel Vandoorne,31,#1,Belgian,DS Penske,DS E-TENSE FE23,21,1:32:988 ,50:29:236 ,+ 0:05:394 ,2
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,10,Pascal Wehrlein,28,#94,German,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,12,1:33:099 ,50:30:547 ,+ 0:06:705 ,1
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,11,Edoardo Mortara,36,#48,Swiss,Maserati MSG Racing,Maserati Tipo Folgore,7,1:32:513 ,50:31:466 ,+ 0:07:624 ,0
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,12,Lucas Di Grassi,38,#11,Brazilian,Mahindra Racing,Mahindra M9Electro,20,1:32:677 ,50:32:418 ,+ 0:08:576 ,0
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,13,Robin Frijns,31,#4,Dutch,ABT Cupra Formula E Team,Mahindra M9Electro,18,1:32:611 ,50:33:462 ,+ 0:09:620 ,0
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,14,Sergio Sette Camara,25,#3,Brazilian,NIO 333 Racing,NIO 333 ER9,8,1:32:620 ,50:34:526 ,+ 0:10:684 ,0
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,15,Antonio Felix Da Costa,31,#13,Spanish,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,19,1:32:610 ,50:34:983 ,+ 0:11:141 ,0
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,16,Sam Bird,36,#10,British,Jaguar TCS Racing,Jaguar I-Type 6,16,1:32:945 ,50:35:311 ,+ 0:11:469 ,0
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,17,Rene Rast,36,#58,German,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,14,1:32:781 ,50:36:137 ,+ 0:12:295 ,0
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,18,Norman Nato,30,#17,French,Nissan Formula E Team,Nissan e-4ORCE 04,3,1:33:031 ,50:37:265 ,+ 0:13:423 ,0
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,19,Oliver Rowland,30,#8,British,Mahindra Racing,Mahindra M9Electro,13,1:34:243 ,DNF,DNF,0
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,20,Maximilian Gunther,25,#7,German,Maserati MSG Racing,Maserati Tipo Folgore,4,1:33:906 ,DNF,DNF,0
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,21,Nico Mueller,31,#51,Swiss,ABT Cupra Formula E Team,Mahindra M9Electro,17,1:32:747 ,DNF,DNF,0
9,Monaco,Monaco,Circuit de Monaco,5/6/2023,15:03 - 16:30,20˚C,3.337KM,29,0,19,22,Andre Lotterer,41,#36,German,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,10,N/A,DNF,DNF,0
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,1,Pascal Wehrlein,28,#94,German,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,3,1:09:813,42:21:995,0,25
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,2,Jake Dennis,28,#27,British,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,2,1:09:824,42:22:472,+ 0:00:477,18
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,3,Maximilian Gunther,25,#7,German,Maserati MSG Racing,Maserati Tipo Folgore,1,1:09:964,42:23:408,+ 0:01:413,18
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,4,Stoffel Vandoorne,31,#1,Belgian,DS Penske,DS E-TENSE FE23,5,1:10:020,42:25:866,+ 0:03:871,12
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,5,Jean-Eric Vergne,33,#25,French,DS Penske,DS E-TENSE FE23,4,1:10:048,42:26:981,+ 0:04:986,10
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,6,Edoardo Mortara,36,#48,Swiss,Maserati MSG Racing,Maserati Tipo Folgore,6,1:10:088,42:27:582,+ 0:05:587,8
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,7,Nick Cassidy,28,#37,New Zealander,Envision Racing,Jaguar I-Type 6,10,1:09:797,42:27:977,+ 0:05:982,7
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,8,Antonio Felix Da Costa,31,#13,Spanish,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,15,1:10:063,42:42:131,+ 0:20:136,4
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,9,Robin Frijns,31,#4,Dutch,ABT Cupra Formula E Team,Mahindra M9Electro,7,1:10:397,42:43:682,+ 0:21:687,2
