Round,City,Country,Circuit_Name,Date,Time,Weather,Track_Length,Laps,Added_Laps,Turns,Finish_Position,Driver,Driver_Age,Driver_Number,Nationality,Team,Powertrain,Starting_Position,Best_Lap_Time,Race_Time,Gap,Points
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,10,Jake Hughes,29,#5,British,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,20,1:10:125,42:45:351,+ 0:23:356,1
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,11,Nico Mueller,31,#51,Swiss,ABT Cupra Formula E Team,Mahindra M9Electro,9,1:10:271,42:45:787,+ 0:23:792,0
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,12,Norman Nato,30,#17,French,Nissan Formula E Team,Nissan e-4ORCE 04,17,1:10:161,42:47:157,+ 0:25:162,0
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,13,Dan Ticktum,24,#33,British,NIO 333 Racing,NIO 333 ER9,14,1:10:410,42:50:819,+ 0:28:824,0
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,14,Lucas Di Grassi,38,#11,Brazilian,Mahindra Racing,Mahindra M9Electro,21,1:10:423,42:51:490,+ 0:29:495,0
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,15,Rene Rast,36,#58,German,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,8,1:10:008,42:51:997,+ 0:30:002,0
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,16,David Beckmann,23,#36,German,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,19,1:10:344,42:53:074,+ 0:31:079,0
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,17,Sergio Sette Camara,25,#3,Brazilian,NIO 333 Racing,NIO 333 ER9,18,1:10:341,42:54:097,+ 0:32:102,0
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,18,Roberto Merhi,32,#8,Spanish,Mahindra Racing,Mahindra M9Electro,22,1:10:707,43:08:657,+ 0:46:662,0
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,19,Sacha Fenestraz,23,#23,French,Nissan Formula E Team,Nissan e-4ORCE 04,12,1:10:314,43:10:817,+ 0:48:822,0
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,20,Sam Bird,36,#10,British,Jaguar TCS Racing,Jaguar I-Type 6,16,1:09:914,43:36:067,+ 1:14:072,0
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,21,Sebastian Buemi,34,#16,Swiss,Envision Racing,Jaguar I-Type 6,13,1:09:755,43:40:076,+ 1:18:081,0
10,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/3/2023,15:03 - 16:30,33˚C,2.370KM,36,0,18,22,Mitch Evans,29,#9,New Zealander,Jaguar TCS Racing,Jaguar I-Type 6,11,1:10:153,DNF,DNF,0
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,1,Maximilian Gunther,25,#7,German,Maserati MSG Racing,Maserati Tipo Folgore,1,1:09:371,44:57:285,0,28
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,2,Jake Dennis,28,#27,British,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,2,1:09:171,45:00:107,+ 0:02:822,19
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,3,Mitch Evans,29,#9,New Zealander,Jaguar TCS Racing,Jaguar I-Type 6,3,1:10:137,45:15:783,+ 0:18:498,15
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,4,Sacha Fenestraz,23,#23,French,Nissan Formula E Team,Nissan e-4ORCE 04,7,1:09:918,45:16:592,+ 0:19:307,12
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,5,Norman Nato,30,#17,French,Nissan Formula E Team,Nissan e-4ORCE 04,12,1:09:937,45:17:209,+ 0:19:924,10
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,6,Pascal Wehrlein,28,#94,German,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,6,1:10:169,45:17:393,+ 0:20:108,8
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,7,Antonio Felix Da Costa,31,#13,Spanish,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,11,1:09:996,45:17:806,+ 0:20:521,6
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,8,Edoardo Mortara,36,#48,Swiss,Maserati MSG Racing,Maserati Tipo Folgore,4,1:10:171,45:18:281,+ 0:20:996,4
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,9,Stoffel Vandoorne,31,#1,Belgian,DS Penske,DS E-TENSE FE23,5,1:10:133,45:23:915,+ 0:26:630,2
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,10,Sebastian Buemi,34,#16,Swiss,Envision Racing,Jaguar I-Type 6,13,1:10:275,45:24:558,+ 0:27:273,1
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,11,Dan Ticktum,24,#33,British,NIO 333 Racing,NIO 333 ER9,20,1:09:880,45:25:899,+ 0:28:614,0
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,12,Nico Mueller,31,#51,Swiss,ABT Cupra Formula E Team,Mahindra M9Electro,17,1:10:405,45:26:072,+ 0:28:787,0
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,13,Robin Frijns,31,#4,Dutch,ABT Cupra Formula E Team,Mahindra M9Electro,22,1:10:500,45:26:410,+ 0:29:125,0
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,14,Lucas Di Grassi,38,#11,Brazilian,Mahindra Racing,Mahindra M9Electro,19,1:10:196,45:26:815,+ 0:29:530,0
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,15,Rene Rast,36,#58,German,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,16,1:10:595,45:27:955,+ 0:30:670,0
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,16,Jean-Eric Vergne,33,#25,French,DS Penske,DS E-TENSE FE23,9,1:09:364,45:53:883,+ 0:56:598,0
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,17,Roberto Merhi,32,#8,Spanish,Mahindra Racing,Mahindra M9Electro,21,1:10:385,46:03:930,+ 1:06:645,0
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,18,Nick Cassidy,28,#37,New Zealander,Envision Racing,Jaguar I-Type 6,10,1:09:585,46:04:164,+ 1:06:879,0
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,19,Jake Hughes,29,#5,British,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,8,1:10:790,DNF,+,0
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,20,David Beckmann,23,#36,German,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,18,1:11:072,DNF,+,0
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,21,Sergio Sette Camara,25,#3,Brazilian,NIO 333 Racing,NIO 333 ER9,15,DNS,DNS,+,0
11,Jakarta,Indonesia,AGI Jakarta International E-Prix Circuit,6/4/2023,15:03 - 16:30,33˚C,2.370KM,38,0,18,22,Sam Bird,36,#10,British,Jaguar TCS Racing,Jaguar I-Type 6,14,DNS,DNS,+,0
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,1,Nick Cassidy,28,#37,New Zealander,Envision Racing,Jaguar I-Type 6,10,1:11:731,50:40:629,0,25
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,2,Jake Dennis,28,#27,British,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,1,1:11:401,50:40:923,+ 0:00:294,21
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,3,Antonio Felix Da Costa,31,#13,Spanish,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,7,1:11:839,50:41:769,+ 0:01:140,15
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,4,Mitch Evans,29,#9,New Zealander,Jaguar TCS Racing,Jaguar I-Type 6,20,1:11:216,50:42:387,+ 0:01:758,13
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,5,Sebastian Buemi,34,#16,Swiss,Envision Racing,Jaguar I-Type 6,16,1:11:533,50:42:849,+ 0:02:220,10
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,6,Maximilian Gunther,25,#7,German,Maserati MSG Racing,Maserati Tipo Folgore,5,1:11:863,50:42:936,+ 0:02:307,8
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,7,Lucas Di Grassi,38,#11,Brazilian,Mahindra Racing,Mahindra M9Electro,13,1:11:496,50:43:611,+ 0:02:982,6
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,8,Pascal Wehrlein,28,#94,German,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,18,1:11:774,50:44:313,+ 0:03:684,4
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,9,Norman Nato,30,#17,French,Nissan Formula E Team,Nissan e-4ORCE 04,3,1:11:774,50:44:590,+ 0:03:961,2
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,10,Robin Frijns,31,#4,Dutch,ABT Cupra Formula E Team,Mahindra M9Electro,9,1:11:819,50:44:929,+ 0:04:300,1
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,11,Jean-Eric Vergne,33,#25,French,DS Penske,DS E-TENSE FE23,21,1:11:876,50:45:347,+ 0:04:718,0
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,12,Stoffel Vandoorne,31,#1,Belgian,DS Penske,DS E-TENSE FE23,22,1:11:791,50:45:611,+ 0:04:982,0
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,13,Dan Ticktum,24,#33,British,NIO 333 Racing,NIO 333 ER9,14,1:11:746,50:46:099,+ 0:05:470,0
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,14,Rene Rast,36,#58,German,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,4,1:11:562,50:46:744,+ 0:06:115,0
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,15,Sacha Fenestraz,23,#23,French,Nissan Formula E Team,Nissan e-4ORCE 04,2,1:11:495,50:47:328,+ 0:06:699,0
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,16,Sergio Sette Camara,25,#3,Brazilian,NIO 333 Racing,NIO 333 ER9,19,1:12:118,50:47:796,+ 0:07:167,0
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,17,Sam Bird,36,#10,British,Jaguar TCS Racing,Jaguar I-Type 6,15,1:11:990,50:48:267,+ 0:07:638,0
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,18,Jake Hughes,29,#5,British,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,6,1:12:141,50:53:606,+ 0:12:977,0
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,19,Andre Lotterer,41,#36,German,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,8,1:12:183,50:56:680,+ 0:16:051,0
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,20,Roberto Merhi,32,#8,Spanish,Mahindra Racing,Mahindra M9Electro,17,1:19:539,DNF,+,0
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,21,Edoardo Mortara,36,#48,Swiss,Maserati MSG Racing,Maserati Tipo Folgore,11,1:11:656,DNF,+,0
12,Portland,USA,Portland International Raceway,6/24/2023,17:03 - 18:30,26˚C,3.221KM,28,4,12,22,Nico Mueller,31,#51,Swiss,ABT Cupra Formula E Team,Mahindra M9Electro,12,1:17:592,DNF,+,0
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,1,Mitch Evans,29,#9,New Zealander,Jaguar TCS Racing,Jaguar I-Type 6,1,1:41:694,37:02:976,0,29
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,2,Nick Cassidy,28,#37,New Zealander,Envision Racing,Jaguar I-Type 6,9,1:42:362,37:04:615,+ 0:01:639,18
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,3,Maximilian Gunther,25,#7,German,Maserati MSG Racing,Maserati Tipo Folgore,8,1:42:826,37:12:102,+ 0:09:126,15
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,4,Jake Dennis,28,#27,British,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,7,1:41:736,37:23:986,+ 0:21:010,12
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,5,Jean-Eric Vergne,33,#25,French,DS Penske,DS E-TENSE FE23,16,1:43:175,37:24:458,+ 0:21:482,10
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,6,Nico Mueller,31,#51,Swiss,ABT Cupra Formula E Team,Mahindra M9Electro,14,1:43:221,37:24:834,+ 0:21:858,8
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,7,Norman Nato,30,#17,French,Nissan Formula E Team,Nissan e-4ORCE 04,11,1:43:244,37:27:047,+ 0:24:071,6
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,8,Sergio Sette Camara,25,#3,Brazilian,NIO 333 Racing,NIO 333 ER9,21,1:43:007,37:28:403,+ 0:25:427,4
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,9,Pascal Wehrlein,28,#94,German,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,10,1:42:894,37:31:558,+ 0:28:582,2
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,10,Sacha Fenestraz,23,#23,French,Nissan Formula E Team,Nissan e-4ORCE 04,3,1:43:189,37:33:318,+ 0:30:342,1
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,11,Stoffel Vandoorne,31,#1,Belgian,DS Penske,DS E-TENSE FE23,12,1:42:534,37:47:937,+ 0:44:961,0
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,12,Roberto Merhi,32,#8,Spanish,Mahindra Racing,Mahindra M9Electro,19,1:43:734,38:08:024,+ 1:05:048,0
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,13,Dan Ticktum,24,#33,British,NIO 333 Racing,NIO 333 ER9,18,1:43:445,38:37:776,+ 1:34:800,0
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,14,Jake Hughes,29,#5,British,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,DNS,dns,DNS,DNS,0
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,15,Lucas Di Grassi,38,#11,Brazilian,Mahindra Racing,Mahindra M9Electro,15,1:43:016,DNF,DNF,0
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,16,Edoardo Mortara,36,#48,Swiss,Maserati MSG Racing,Maserati Tipo Folgore,6,1:44:275,DNF,DNF,0
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,17,Robin Frijns,31,#4,Dutch,ABT Cupra Formula E Team,Mahindra M9Electro,17,1:43:882,DNF,DNF,0
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,18,Sebastian Buemi,34,#16,Swiss,Envision Racing,Jaguar I-Type 6,4,1:43:835,DNF,DNF,0
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,19,Sam Bird,36,#10,British,Jaguar TCS Racing,Jaguar I-Type 6,2,1:44:705,DNF,DNF,0
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,20,Andre Lotterer,41,#36,German,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,20,1:43:386,DNF,DNF,0
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,21,Rene Rast,36,#58,German,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,5,1:43:131,DNF,DNF,0
13,Rome,Italy,Circuito Cittadino dell'EUR,7/15/2023,15:03 - 16:30,33˚C,3.385KM,25,2,19,22,Antonio Felix Da Costa,31,#13,Spanish,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,13,1:43:683,DNF,DNF,0
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,1,Jake Dennis,28,#27,British,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,1,1:40:482,45:04:323,0,29
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,2,Norman Nato,30,#17,French,Nissan Formula E Team,Nissan e-4ORCE 04,3,1:41:784,45:07:428,+ 0:03:105,18
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,3,Sam Bird,36,#10,British,Jaguar TCS Racing,Jaguar I-Type 6,5,1:41:242,45:07:956,+ 0:03:633,15
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,4,Edoardo Mortara,36,#48,Swiss,Maserati MSG Racing,Maserati Tipo Folgore,9,1:41:338,45:08:680,+ 0:04:357,12
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,5,Sebastian Buemi,34,#16,Swiss,Envision Racing,Jaguar I-Type 6,8,1:41:353,45:09:327,+ 0:05:004,10
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,6,Maximilian Gunther,25,#7,German,Maserati MSG Racing,Maserati Tipo Folgore,6,1:41:455,45:09:726,+ 0:05:403,8
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,7,Pascal Wehrlein,28,#94,German,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,15,1:41:585,45:15:909,+ 0:11:586,6
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,8,Stoffel Vandoorne,31,#1,Belgian,DS Penske,DS E-TENSE FE23,18,1:41:287,45:16:274,+ 0:11:951,4
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,9,Dan Ticktum,24,#33,British,NIO 333 Racing,NIO 333 ER9,7,1:41:615,45:16:886,+ 0:12:563,2
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,10,Nico Mueller,31,#51,Swiss,ABT Cupra Formula E Team,Mahindra M9Electro,19,1:41:589,45:17:636,+ 0:13:313,1
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,11,Jake Hughes,29,#5,British,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,11,1:41:047,45:18:830,+ 0:14:507,0
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,12,Antonio Felix Da Costa,31,#13,Spanish,Tag Heuer Porsche Formula E Team,Porsche 99X Electric Gen3,10,1:41:532,45:22:357,+ 0:18:034,0
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,13,Rene Rast,36,#58,German,NEOM McLaren Formula E Team,Nissan e-4ORCE 04,13,1:40:794,45:25:352,+ 0:21:029,0
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,14,Nick Cassidy,28,#37,New Zealander,Envision Racing,Jaguar I-Type 6,2,1:41:298,45:32:798,+ 0:28:475,0
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,15,Jean-Eric Vergne,33,#25,French,DS Penske,DS E-TENSE FE23,12,1:40:264,46:30:946,+ 1:26:623,0
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,16,Sacha Fenestraz,23,#23,French,Nissan Formula E Team,Nissan e-4ORCE 04,22,1:41:284,46:34:025,+ ,0
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,17,Mitch Evans,29,#9,New Zealander,Jaguar TCS Racing,Jaguar I-Type 6,4,1:49:693,DNF,DNF,0
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,18,Roberto Merhi,32,#8,Spanish,Mahindra Racing,Mahindra M9Electro,21,1:41:990,DNF,DNF,0
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,19,Lucas Di Grassi,38,#11,Brazilian,Mahindra Racing,Mahindra M9Electro,14,1:41:680,DNF,DNF,0
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,20,Sergio Sette Camara,25,#3,Brazilian,NIO 333 Racing,NIO 333 ER9,16,1:42:618,DNF,DNF,0
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,21,Robin Frijns,31,#4,Dutch,ABT Cupra Formula E Team,Mahindra M9Electro,20,1:42:109,DNF,DNF,0
14,Rome,Italy,Circuito Cittadino dell'EUR,7/16/2023,15:03 - 16:30,36˚C,3.385KM,24,0,19,22,Andre Lotterer,41,#36,German,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,17,1:41:731,DNF,DNF,0
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,1,Mitch Evans,29,#9,New Zealander,Jaguar TCS Racing,Jaguar I-Type 6,6,1:12:933,33:47:300,0,28
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,2,Jake Dennis,28,#27,British,Avalanche Andretti Formula E,Porsche 99X Electric Gen3,2,1:13:030,33:48:416,+ 0:01:116,18
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,3,Sebastian Buemi,34,#16,Swiss,Envision Racing,Jaguar I-Type 6,3,1:13:234,33:48:968,+ 0:01:668,15
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,4,Sam Bird,36,#10,British,Jaguar TCS Racing,Jaguar I-Type 6,9,1:13:264,33:50:354,+ 0:03:054,12
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,5,Edoardo Mortara,36,#48,Swiss,Maserati MSG Racing,Maserati Tipo Folgore,11,1:12:923,33:51:563,+ 0:04:263,10
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,6,Lucas Di Grassi,38,#11,Brazilian,Mahindra Racing,Mahindra M9Electro,20,1:13:168,33:52:069,+ 0:04:769,8
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,7,Dan Ticktum,24,#33,British,NIO 333 Racing,NIO 333 ER9,4,1:13:008,33:52:418,+ 0:05:118,6
15,London,UK,ExCeL E-Prix Circuit,7/29/2023,17:03 - 18:30,22˚C,2.090KM,36,1,20,8,Norman Nato,30,#17,French,Nissan Formula E Team,Nissan e-4ORCE 04,10,1:13:555,33:54:827,+ 0:07:527,4
